alias,preferred_term,alias_type,country_scope,source,confidence
Client Services Director,source_onet_advertising_and_promotions_managers,alias,all,open_taxonomy_supported,4
Communications Director,source_onet_advertising_and_promotions_managers,alias,all,open_taxonomy_supported,4
Communications Manager,source_onet_advertising_and_promotions_managers,alias,all,open_taxonomy_supported,4
Creative Services Director,source_onet_advertising_and_promotions_managers,alias,all,open_taxonomy_supported,4
Digital Advertising Director,source_onet_advertising_and_promotions_managers,alias,all,open_taxonomy_supported,4
Digital Advertising Manager (Digital Ad Manager),source_onet_advertising_and_promotions_managers,alias,all,open_taxonomy_supported,4
Digital Marketing Coordinator,source_onet_advertising_and_promotions_managers,alias,all,open_taxonomy_supported,4
League Manager,source_onet_advertising_and_promotions_managers,alias,all,open_taxonomy_supported,4
Marketing and Promotions Manager,source_onet_advertising_and_promotions_managers,alias,all,open_taxonomy_supported,4
Marketing Coordinator,source_onet_advertising_and_promotions_managers,alias,all,open_taxonomy_supported,4
Marketing Director,source_onet_advertising_and_promotions_managers,alias,all,open_taxonomy_supported,4
Marketing Manager,source_onet_advertising_and_promotions_managers,alias,all,open_taxonomy_supported,4
Media Director,source_onet_advertising_and_promotions_managers,alias,all,open_taxonomy_supported,4
Media Promoter,source_onet_advertising_and_promotions_managers,alias,all,open_taxonomy_supported,4
Online Advertising Director,source_onet_advertising_and_promotions_managers,alias,all,open_taxonomy_supported,4
Print Traffic Manager,source_onet_advertising_and_promotions_managers,alias,all,open_taxonomy_supported,4
Promotional Products Specialist,source_onet_advertising_and_promotions_managers,alias,all,open_taxonomy_supported,4
Promotions Director,source_onet_advertising_and_promotions_managers,alias,all,open_taxonomy_supported,4
Promotions Executive Producer (Promos Executive Producer),source_onet_advertising_and_promotions_managers,alias,all,open_taxonomy_supported,4
Promotions Manager,source_onet_advertising_and_promotions_managers,alias,all,open_taxonomy_supported,4
Promotions Marketing Manager,source_onet_advertising_and_promotions_managers,alias,all,open_taxonomy_supported,4
Promotions Supervisor,source_onet_advertising_and_promotions_managers,alias,all,open_taxonomy_supported,4
Promotions VP (Promotions Vice President),source_onet_advertising_and_promotions_managers,alias,all,open_taxonomy_supported,4
Sales Promotion Manager,source_onet_advertising_and_promotions_managers,alias,all,open_taxonomy_supported,4
Street Team Manager,source_onet_advertising_and_promotions_managers,alias,all,open_taxonomy_supported,4
Account Supervisor,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Brand Manager,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Business Developer,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Business Development Director,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Business Development Manager,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Category Manager,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Channel Manager,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Commercial Director,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Commercial Lines Manager,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Digital Marketing Manager,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Digital Product Manager,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Fashion Coordinator,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Fashion Marketer,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Internet Marketing Manager,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Market Analysis Director,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Market Development Executive,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Market Research Manager,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Marketing Administrator,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Marketing Communications Manager,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Marketing Coordinator,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Marketing Director,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Marketing Executive,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Marketing Manager,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Marketing Operations Director,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Marketing Product Manager,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Marketing Sales Supervisor,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Media Marketing Director,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Membership Director,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Pricing Manager,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Product Line Manager (PLM),source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Product Management Director,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Product Manager,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Product Marketing Manager,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Sales and Marketing Director,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Sales and Marketing Manager,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Sales and Marketing Vice President (Sales and Marketing VP),source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Sales Marketing Director,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Sustainable Products Marketing Manager,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Technical Product Manager,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
World Trade and Maritime Division Manager,source_onet_marketing_managers,alias,all,open_taxonomy_supported,4
Account Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Area Sales Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Area Supervisor,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
BD Director (Business Development Director),source_onet_sales_managers,alias,all,open_taxonomy_supported,4
BD Executive (Business Development Executive),source_onet_sales_managers,alias,all,open_taxonomy_supported,4
BD Manager (Business Development Manager),source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Business Developer,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Channel Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Client Relationship Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Commercial Director,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Commercial Sales Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Dealership Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Department Store Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
District Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
District Sales Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Division Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
E-Commerce Director (Electronic Commerce Director),source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Export Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Fractional Sales Executive,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Global Account Manager (GAM),source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Hotel Sales Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Import Export Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Inside Sales Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Marketing Sales Supervisor,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
National Account Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
National Sales Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Professional Equipment Sales and Service Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Regional Director,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Regional Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Regional Sales Director,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Regional Sales Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Retail Chain Store Area Supervisor,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Retail District Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Sales Account Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Sales and Marketing Director,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Sales and Marketing Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Sales and Marketing VP (Sales and Marketing Vice President),source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Sales Coordinator,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Sales Director,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Sales Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Sales Operations Manager (Sales Ops Manager),source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Sales Promotion Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Sales Supervisor,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Sales VP (Sales Vice President),source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Territory Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Territory Sales Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Utility Sales and Service Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Vehicle Leasing and Rental Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Zone Manager,source_onet_sales_managers,alias,all,open_taxonomy_supported,4
Business Development Director,source_onet_public_relations_managers,alias,all,open_taxonomy_supported,4
Campaign Manager,source_onet_public_relations_managers,alias,all,open_taxonomy_supported,4
Communications Director,source_onet_public_relations_managers,alias,all,open_taxonomy_supported,4
Communications Manager,source_onet_public_relations_managers,alias,all,open_taxonomy_supported,4
Community Director,source_onet_public_relations_managers,alias,all,open_taxonomy_supported,4
