role_title,mapped_term,mapped_dimension,role_family,country_scope,source,confidence
District Traffic Chief,source_onet_general_and_operations_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
District Wire Chief,source_onet_general_and_operations_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Division Toll Wire Chief,source_onet_general_and_operations_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Division Traffic Superintendent,source_onet_general_and_operations_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Drilling and Production Superintendent,source_onet_general_and_operations_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Electrical Superintendent,source_onet_general_and_operations_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Equipment Maintenance Superintendent,source_onet_general_and_operations_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Field Party Manager,source_onet_general_and_operations_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Fish and Game Club Manager,source_onet_general_and_operations_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
General Manager (GM),source_onet_general_and_operations_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
General Superintendent,source_onet_general_and_operations_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Golf and Operations Manager,source_onet_general_and_operations_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Legislators,source_onet_legislators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Alderman,source_onet_legislators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Assembly Member,source_onet_legislators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Assembly Person,source_onet_legislators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Assemblyman,source_onet_legislators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Assemblywoman,source_onet_legislators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
City Alderman,source_onet_legislators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
City Council Member,source_onet_legislators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
City Councilman,source_onet_legislators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Congress Member,source_onet_legislators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Congressional Representative,source_onet_legislators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Congressman,source_onet_legislators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Congresswoman,source_onet_legislators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Council Member,source_onet_legislators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Councilman,source_onet_legislators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Councilor,source_onet_legislators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Councilperson,source_onet_legislators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Councilwoman,source_onet_legislators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Delegate,source_onet_legislators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Legislator,source_onet_legislators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Representative,source_onet_legislators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Selectman,source_onet_legislators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Senator,source_onet_legislators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Tribal Council Member,source_onet_legislators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Tribal Delegate,source_onet_legislators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
U.S. Representative (United States Representative),source_onet_legislators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Advertising and Promotions Managers,source_onet_advertising_and_promotions_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Account Director,source_onet_advertising_and_promotions_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Account Executive,source_onet_advertising_and_promotions_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Account Manager,source_onet_advertising_and_promotions_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Account Specialist,source_onet_advertising_and_promotions_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Advertising Account Executive (Ad Account Executive),source_onet_advertising_and_promotions_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Advertising Account Manager (Ad Account Manager),source_onet_advertising_and_promotions_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Advertising Agency Manager (Ad Agency Manager),source_onet_advertising_and_promotions_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Advertising Campaign Manager (Ad Campaign Manager),source_onet_advertising_and_promotions_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Advertising Coordinator (Ad Coordinator),source_onet_advertising_and_promotions_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Advertising Director (Ad Director),source_onet_advertising_and_promotions_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Advertising Executive (Ad Executive),source_onet_advertising_and_promotions_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Advertising Manager (Ad Manager),source_onet_advertising_and_promotions_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Advertising Operations Manager (Ad Operations Manager),source_onet_advertising_and_promotions_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Advertising Production Manager,source_onet_advertising_and_promotions_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Advertising Sales Manager (Ad Sales Manager),source_onet_advertising_and_promotions_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Advertising VP (Advertising Vice President),source_onet_advertising_and_promotions_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Brand Manager,source_onet_advertising_and_promotions_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Campaign Director,source_onet_advertising_and_promotions_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Campaign Manager,source_onet_advertising_and_promotions_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Campaign Program Manager,source_onet_advertising_and_promotions_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Circulation Manager,source_onet_advertising_and_promotions_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Classified Advertising Manager (Classified Ad Manager),source_onet_advertising_and_promotions_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Client Services Director,source_onet_advertising_and_promotions_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Communications Director,source_onet_advertising_and_promotions_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Communications Manager,source_onet_advertising_and_promotions_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Marketing Managers,source_onet_marketing_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Account Supervisor,source_onet_marketing_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Brand Manager,source_onet_marketing_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Business Developer,source_onet_marketing_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Business Development Director,source_onet_marketing_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Business Development Manager,source_onet_marketing_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Category Manager,source_onet_marketing_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Channel Manager,source_onet_marketing_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Commercial Director,source_onet_marketing_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Commercial Lines Manager,source_onet_marketing_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Digital Marketing Manager,source_onet_marketing_managers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
